1000010020 	1876.123928
1000010030 	2809.432118
1000010040 	3750.596823
1000010050 	4690.361569
1000010060 	5630.844589
1000010070 	6569.595031
1000020030 	2809.413526
1000020040 	3728.401326
1000020050 	4668.701536
1000020060 	5606.55671
1000020070 	6546.532168
1000020080 	7483.562504
1000020090 	8424.386088
1000020100 	9364.142543
1000030040 	3751.303734
1000030050 	4669.151448
1000030060 	5603.051495
1000030070 	6535.365821
1000030080 	7472.898619
1000030090 	8408.401826
1000030100 	9347.993229
1000030110 	10287.1634
1000030120 	11228.02498
1000030130 	12166.40283
1000040050 	4694.609182
1000040060 	5607.339826
1000040070 	6536.22771
1000040080 	7456.894489
1000040090 	8394.795378
1000040100 	9327.548516
1000040110 	10266.6123
1000040120 	11203.00703
1000040130 	12143.08297
1000040140 	13080.87052
1000040150 	14022.23883
1000040160 	14961.35088
1000050060 	5636.284515
1000050070 	6797.22676
1000050080 	7474.874374
1000050090 	8395.863375
1000050100 	9326.991635
1000050110 	10255.10283
1000050120 	11191.2986
1000050130 	12125.9853
1000050140 	13064.58132
1000050150 	14001.36911
1000050160 	14941.01754
1000050170 	15879.11681
1000050180 	16818.68696
1000050190 	17758.16714
1000050200 	18699.29317
1000050210 	19639.76697
1000060080 	7487.017052
1000060090 	8412.357891
1000060100 	9330.639699
1000060110 	10257.08453
1000060120     	11177.92923
1000060130  	12112.54834
1000060140  	13043.93733
1000060150  	13982.28481
1000060160 	14917.59991
1000060170 	15856.43212
1000060180 	16791.81411
1000060190 	17730.80497
1000060200 	18667.38633
1000060210 	19607.02532
1000060220 	20546.48007
1000060230 	21488.53598
1000070100 	9353.741759
1000070110 	10270.80162
1000070120 	11195.26733
1000070130 	12114.76882
1000070140 	13043.78085
1000070150 	13972.51297
1000070160 	14909.58955
1000070170 	15843.27008
1000070180 	16780.0076
1000070190 	17714.24401
1000070200 	18651.65181
1000070210 	19586.61163
1000070220 	20524.63625
1000070230 	21461.08804
1000070240 	22402.80045
1000070250 	23343.34039
1000080110 	10294.17979
1000080120 	11209.94294
1000080130 	12132.53845
1000080140 	13048.92522
1000080150 	13975.26717
1000080160 	14899.16864
1000080170 	15834.59098
1000080180 	16766.11103
1000080190 	17701.72083
1000080200 	18633.67826
1000080210 	19569.43823
1000080220 	20502.15725
1000080230 	21438.98881
1000080240 	22374.35793
1000080250 	23314.6826
1000080260 	24253.50756
1000090130 	12151.45285
1000090140 	13072.88668
1000090150 	13988.9783
1000090160 	14914.58112
1000090170 	15837.35145
1000090180 	16767.76698
1000090190 	17696.9005
1000090200 	18629.86458
1000090210 	19561.32857
1000090220 	20495.66393
1000090230 	21427.6529
1000090240 	22363.40365
1000090250 	23298.68894
1000090260 	24237.52322
1000090270 	25175.4726
1000090280 	26115.23837
1000090290 	27053.47689
1000090310 	28932.39843
